message_id,subject,body,category
<8506549.1075855866323.JavaMail.evans@thyme>,ken lay and jeff skilling on cnnfn,ken lay and jeff skilling were interviewed on cnnfn to discus the succession of jeff to ceo of enron we have put the interview on iptv for your viewing pleasure simply point your web browser to httpiptvenroncom click the link for special event and then choose enrons succession plan the interview will be available every minute through friday dec,"Company Business, Strategy, etc."
<20206461.1075853698457.JavaMail.evans@thyme>,re hmm,how much is this hot date gon na set me back germany marycor on pm chris germany cc re hmm i sent this picture on to the girl i know laura is a recruiter and she said she will jump right on it get ready for a hot date mary germany manager account payable payroll accounting support fax email,"Payroll, finance, accounting etc."
<21199437.1075857687681.JavaMail.evans@thyme>,your recent request on the eol average deal count by trader and,kim please let this person know to send you this email not me,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<17919874.1075857726726.JavaMail.evans@thyme>,antitrust training,where did you ever get the idea for this,"Company Business, Strategy, etc."
<2794418.1075845549198.JavaMail.evans@thyme>,lavodeal1,see attached,Purely Personal
<16305617.1075857695108.JavaMail.evans@thyme>,re pebble,no but we need to solve this quick because a lot divided by three is more than a lot divided by four another math tip from lavo,"Company Business, Strategy, etc."
<690353.1075855342364.JavaMail.evans@thyme>,school out,im done im all done remember when i left you guy a message after having my eye done well this is the same feeling it just so great i had to share it with all of you it a tremendous feeling i cant stop smiling thanks for all your help on my many little project for school talk to you guy later take care jess,Purely Personal
<19628383.1075858007311.JavaMail.evans@thyme>,,thank you for arranging the meeting yesterday in rough outline i described a trading activity where the activity would include million ton per annum of ammonia with similar volume in each of the other primary item handled which would include phosphate rocksulfuric aciddapureaurea ammonium nitrate solutionsand sulfur in the course of our discussion it wa correctly noted that the scope of the base trading income anticipated would fall in the range of million per annum and that wa short of the mark you would like to see in your evaluation i would comment that there will be better year but to average much above these objective will be unlikely in these market a they exist today to find more on a consistent basis we would need to anticipate investment in brick and mortarthere will be many opportunity terminal shipping handling production where we will find a irr over with an exit strategy of le than five year these are opportunity above and beyond the base trading income anticipated i am posting to you a copy of the data distributed yesterdayif i can answer any question please let me know kind regard george dorsey,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<29576124.1075857631086.JavaMail.evans@thyme>,guggenheim survey,hello all please complete our preliminary feedback form so that we can track the value of our investment in the enronguggenheim event we will use your input to shape our future business development opportunity thank you in advance for providing this valuable information please fax your response to me at,"Company Business, Strategy, etc."
<5969149.1075842115706.JavaMail.evans@thyme>,credit lunch,andrea we are having our credit lunch tomoorow from to in c you are more than welcome to attend carol,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<21739961.1075849628462.JavaMail.evans@thyme>,re presentation to compaq manufacturing and treasury executive,great lee thanks we will be sure to get you the agenda and any necessary detail early next week sarahjoy,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<25935230.1075842745835.JavaMail.evans@thyme>,sorry,december ruppert ryan f rruppe america extgeraldnemecaenroncom geraldne fpexmail sorry gerald sorry for the call in the middle of the night my well is drilling and i asked them to call me if they got an oil show the well should reach total depth on sunday so you might want to turn your ringer off in the bedroom until then ryan p are you in for the christmas carol at the alley tomorrow i need to get rid of the ticket ryan f ruppert west texas geoscience u west production exxonmobil production co,Personal but in professional context
<24414965.1075845563948.JavaMail.evans@thyme>,re enron direct canadafirst deal,rob give me a call sometime about this trade,Document editing/checking(collaboration)
<13485540.1075842122706.JavaMail.evans@thyme>,re isda,brant is everything set up online for utilicorp to trade carol brant ref pm carol st cc isda thank you for the download we are continuing to accept financial trade under aquila risk master agreement and will do until we are informed of an execution signature within the transfer agreement at which point all forward trading will be derived from utilicorp thanks brant carol st clair am cc susan brant isda russell i spoke with the contact that you left me last week and she indicated that the isda had not yet been signed but that in all likelihood it would be signed in a few day i asked susan bailey to send you the certificate with resolution that you requested along with a new draft of the transfer agreement which ha a blank for the date my thought wa that everything would become effective on the date that we insert in the transfer agreement and i would ask that you coordinate with susan bailey when you know what that date will be so that we can make sure that our system reflect when the trade are to be confirmed under the utilicorp master thanks carol st clair eb phone fax,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<32876133.1075846067866.JavaMail.evans@thyme>,,anything for the grocery list my sweetie pie,Purely Personal
<6580670.1075842199249.JavaMail.evans@thyme>,mega deal to assigned,please find attached a spreadsheet which match up the mega deal with the epmi deal to be assigned from mega to morgan please review deal number for accuracy and then review the confirms to ensure that all necessary west product definition are either in the confirm if they are not in the confirm they need to be identified in the amendment to the master agreement with morgan thanks wendy,Document editing/checking(collaboration)
<32468693.1075857572875.JavaMail.evans@thyme>,re,dont even think youre getting out of this with the for a while crap just for that you can add a star to the place were going margaret on pm john cc hum while it would be very interesting to see how you act on a date i think ill have to pas my time could be spent in better way believe it or not the el orbit did play at satellite lounge alot so im sure thats where youve heard them or of them since i wouldnt want to play second fiddle well have to postpone it for a while have a good one margaret john pm margaret cc the el orbit eh ive heard of them but dont remember who they are there is a chance ive seen them at satellite i guess my you are nosey i have a little date tonight wan na come along margaret on am john cc hum a much a i would love to be insulted by you for several hour straight tomorrow night i have plansactually it an enron thing a bunch of people are going to the continental club to hear the el orbit which happens to be my favorite band you should come what are your plan tonight since im being nosey trade them up johnny margarita john am margaret cc deathly afraid doesnt even come close to describing it busy tonight how bout tomorrow margaret on pm john cc okay since you are deathly afraid of being nice to me now about we go to grab a beer or dinner tomorrow night doe that work for you,Personal but in professional context
<3858990.1075857605221.JavaMail.evans@thyme>,re,none john j on am phillip k john harry berney c edward d tim christopher f derek mark dana joseph paul w david chris h chris doug rogers ben scott kyle fred john j eric laura thomas a jonathan ed don michael l rob jean scott david kevin m brian hunter s fletcher j swerzbin mike c john carl barry frank w lloyd greg max john cc i asked everyone for their aa need and received very little feedback please respond promptly thanks john,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<16396432.1075857571990.JavaMail.evans@thyme>,re enside newsletter,im always here so just coordinate with my assistant ina rangle thanks john kathie grabstald pm john cc enside newsletter good afternoon john thanks for agreeing to be one of the profile article in the next issue of the enside michelle vitrella assured me that you would be an interesting topic our newsletter is set for publication in february and i am setting my interview schedule now i would love to sit down and visit with you for about minute in the early part of december please let me know a day and time that is convenient for you i look forward to hearing from you kathie grabstald ena public relation x,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<15235164.1075857748097.JavaMail.evans@thyme>,re trading intern track resume,can you get me his undergrad grade,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<7504787.1075852713656.JavaMail.evans@thyme>,re enside newsletter,sure,"Company Business, Strategy, etc."
<22899123.1075857753517.JavaMail.evans@thyme>,monthly mid market coverage report,ed how are you doing on these report,"Company Business, Strategy, etc."
<27580814.1075852712906.JavaMail.evans@thyme>,re i need your phone to help your debt problem h7gmu,fuck you on am please respond to cc i need your phone to help your debt problem hgmu how would you like to take all of your debt reduce or eliminate the interest pay le per monthand pay them off sooner we have helped over people do just that if you are interested we invite you request our free information by provide the following information full name address city state zip code home phone work phone best time to call email address estimated debt size all information is kept securely and never provided to any third party source this request is totally risk free no obligation or cost are incurred to unsubscribe please hit reply and send a message with remove in the subject,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<9325736.1075857610242.JavaMail.evans@thyme>,re ecommerce,hard to believe huh on am cc ecommerce just saw your picture ion that magazineone would never imagione that smart guy wa doing the rerun dance at the edf man pary just over a year ago,Personal but in professional context
<31999561.1075852712167.JavaMail.evans@thyme>,re receipt of hedge fund information,may be looking to sell some naked call soon can you check that i would be approved to sell of either or s expiring somewhere between juljan also if i sell naked call with a tenor of more than one year that expire worthless do the gain get counted a lt cap gain,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<284882.1075859989372.JavaMail.evans@thyme>,emission auction document,attached is the latest version of the website text with comment from harry collins,Document editing/checking(collaboration)
<26579468.1075857779072.JavaMail.evans@thyme>,re three for three,no not a promise but it more or le went like this kathy lavo you have caused me a lot of grief by taking both ryan and chad you wouldnt believe the overtime i had to work i should get some kind of hiring bonus or something john well if you go three for three youre on i have read that the average cost of hiringtraining someone is approx i am willing to accept much le than this actually i dont really expect anything i just thought i would give it a shot kathy john j on am cst kathy cc three for three in all seriousness did i promise you a payment,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<5321674.1075842122291.JavaMail.evans@thyme>,isda schedule,carol st clair eb phone fax,Purely Personal
<23604567.1075842110995.JavaMail.evans@thyme>,re conoco,david here is a draft of the letter to constellation carol,"Company Business, Strategy, etc."
<22711064.1075857751943.JavaMail.evans@thyme>,re west report,thank you donnie i wa having server problem yesturday so you did the right thing thanks again and have a wonderful day kim,Purely Personal
<645203.1075857652474.JavaMail.evans@thyme>,re jarnold,do you still have the magazine and if so can you send it to me zerilli frank on pm cc jarnold jarnold jarnoldjpg,Purely Personal
<28560333.1075842123638.JavaMail.evans@thyme>,baby name,suzanne in case anyone asks you we have decided to name the baby charles eugene carol,Personal but in professional context
<18928887.1075862190300.JavaMail.evans@thyme>,re updated recommendation,no i just made a difference column so you could view the additional out of pocket from last year sheila,Personal but in professional context
<31554931.1075857601517.JavaMail.evans@thyme>,re paribas future weekly aga survey,on am cc paribas future weekly aga survey good morning just a reminder to get your aga estimate in by noon est cst today last year thanks michael byrne paribas future this message is confidential it content do not constitute a commitment by bnp paribas except where provided for in a written agreement between you and bnp paribas any unauthorised disclosure use or dissemination either whole or partial is prohibited if you are not the intended recipient of the message please notify the sender immediately ce message est confidentiel son contenu ne represente en aucun ca un engagement de la part de bnp paribas sou reserve de tout accord conclu par ecrit entre vous et bnp paribas toute publication utilisation ou diffusion meme partielle doit etre autorisee prealablement si vous netes pa destinataire de ce message merci den avertir immediatement lexpediteur,"Company Business, Strategy, etc."
<29101918.1075854408236.JavaMail.evans@thyme>,good morning,how did everything go this am i hope well today is youre first day of class right have a good day i love you d,Purely Personal
<16248285.1075857658085.JavaMail.evans@thyme>,re credit facility,glad to hear progress is being made i went to vandy but a little later piasio stephen fi on pm cc credit facility significant progress wa recently made between enrons and salomon smith barneys counsel we have offered enron a million facility that can be used for both original and variation margin with these elevated nymex margin i am sure it will help your pl our counsel bob klein is meeting with citibanks attorney to discus some of the small issue where we both share some exposure citibank is one of your lead commercial bank while ssb is one of your lead investment bank the relationship is so sound we will work out the wrinkle ill be in touch p someone told me you went to vanderbiltany chance ish,"Company Business, Strategy, etc."
<1457982.1075857391381.JavaMail.evans@thyme>,sap id here it is,the following sap id and password allows you to access pay benefit and personal data via ehronline do not provide this idpassword to anyone a it enables modification to direct deposit account information the sap system and ehronline will be available beginning friday june at am for time entry full sap functionality for financials will be available on july you will be asked to change your password at the initial logon your new password should meet the following criterion must be character long can include number and letter can not include enron in your password the system will require you to change your password every day the following address will connect you to ehronline beginning friday june at am httpehronlineenroncom must use internet explorer version or higher to access this link how do i get help sap support call the coe sap hotline at sap for quick reference tool security request process after hour contact information and other general information go to the coe web site via internet explorer using the following url address httpsapenroncomcoe for troubleshooting and golive tip go to the following web site via internet explorer using the following url address httpsapenroncomcoe click on sap then click on troubleshooting and golive tip training contact your site manager if you were not able to attend a sap training class and would like to attend one for approval and role assignment for interactive web based training for ehronline time entry go to the following web site via internet explorer using the following url address httpwwwenroncastcom select the new user click here to register link,"Payroll, finance, accounting etc."
<24869483.1075857702299.JavaMail.evans@thyme>,agenda california call 22001,governor proposal what do we know enrons response legislative update uccsu customer problem w abx other,"Company Business, Strategy, etc."
<31480457.1075857723917.JavaMail.evans@thyme>,meeting wdrew lynch eb 3324,cindy drew,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<33358932.1075857653571.JavaMail.evans@thyme>,re sc daily volatility report a of 31901,seeing no increase in physical demand from industrials however they cant buy enough paper energy customer deal flow ha a conspicuous habit of buying high and selling low seeing virtually no producer selling strip will continue to be well supported through early spring last year custome r sold all the way up transferring their price risk to marketer and spec market for most part wa very orderly move up during the summer volatilit y wa in the puke because everybody wa long now customer are all buying move down should be orderly a is met with a lot of short covering from tra de and volatility should come from short covering move like today market waiting to see those first two injection number if we are beating last year by bcf light out move down may also scare producer to do some term selling putting pressure on whole curve on pm cc sc daily volatility report a of maybe yur rite but for sep still over valued ive ve been buying deep otm jun and july strikeputs a well collpse in oil curve give me a litt le more confidence eventually we followbut agree it a little earlyi say we draw this week ish lhand next week a small draw then buildsand if im rite s hud be substantial from there i wa long twice near buck but saw no rally s o i sold for nothingshitno patience any indication industrial demand on the rise from the cxustomer side certainly number withdrawels suggest not the weather ha been lousy for the shotrscudnt be more construcictvecold east hot westterrific but while t he rank are bullisconcerned over californicationthose fukkers are outta gas and power anyway shud be more of an east west issue than anythingthey conitue ultimate pxeconomy destructionin a way bearish think mite be worth going long straddle in a week or so regard on pm steve cc fax to sc daily volatility report a of heffner how wa pretty long coming into today just playing the range sold everything on the way up will be s scale up seller probably through option certainly a short squeeze in trade today and i dont think anything change tomorrow except maybe trade get more confident in the short at the higher level and if cash reject higher price will be buying lot of put on the way up so i guess for me vol is not too high i wa short vol and covered it all this morn think we could be in for some turbulence here on am cc sc daily volatility report a of vol seems rich here for nga no what do we do here with flat price how wa cabo,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<12626409.1075857596370.JavaMail.evans@thyme>,re hi,so what is it and by the way dont start with the excuse youre expected to be a full gourmet cook kiss not music make cooking a more enjoyable experience jennifer white on pm cc hi i told you i have a long email address ive decided what to prepare for dinner tomorrow i hope you arent expecting anything extravagant because my culinary skill havent been put to use in a while my only request is that your stereo work music make cooking a more enjoyable experience watch the debate if you are home tonight i want a report tomorrow jen ___________________________________________________________________ to get your own free zdnet onebox free voicemail email and fax all in one place sign up today at httpwwwzdnetoneboxcom,Purely Personal
<16897172.1075861665928.JavaMail.evans@thyme>,program change,a you know this is an unprecedented time in enrons history we must adapt our employee program to fit the immediate need of our company during this time of transition it is especially difficult to announce the immediate suspension of the following program clickathome enron ha suspended the clickathome program the program will no longer accept new participant pc order or internet service order order submitted and confirmed prior to november will be honored enron will also discontinue subsidized internet service effective january employee who are currently subscriber to subsidized internet service will be switched to the regular commercial rate of their service provider and be responsible for the entire cost of the service matching gift and volunteer incentive program vip enrons matching gift program and vip grant have been suspended indefinitely a we consider the immediate need of all employee during this trying time it is appropriate that we discontinue the dollar for dollar match for charitable contribution a well a cash donation recognizing employee volunteer hour with nonprofit organization matching gift or vip submission received prior to november will be honored we regret that we have had to make these change we must continue to look for way to reduce operating expense through this transition period,"Payroll, finance, accounting etc."
<613149.1075852727418.JavaMail.evans@thyme>,increasing eol liquidity in west basis,i would like to set up a brief meeting in the afternoon this week or next to discus increasing the liquidity in west basis on eol it would be helpful for our desk to sit down with john arnold and john lavorato to openly discus the importance of continuing to increase liquidity on eol i would also like to put to rest the notion that increasing liquidity lead to negative pl and that a trader support of eol liquidity will go unrecognized at year end prc please email me with a response of when we could set up such a meeting sincerely mike grigsby,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<12315263.1075842109108.JavaMail.evans@thyme>,your zanybrainycom order number 2497300447,dear valued customer your order item have shipped your order number is below youll find additional shipping information shipment sent to cindy mcgauley raffaela drive malvern pennsylvania shipment wa sent ups ground via united parcel service on nov am and can be expected to arrive within to business day for your reference the number you can use to track your package is zvx you can track your package at httpwwwupscom item translucent keyboard alphabet pal item subtotal shipping cost gift option sale tax pa total billed today have question about your order or any other customer service issue check your order status online or view our help section by visiting httpwwwzanybrainycom the link in the top right area of the page will guide you call zanybrainycom tollfree at wowkids or locally at or email u at youll always find a zanybrainycom kidsultant on hand to help you hour a day day a week thank you again for shopping at zanybrainycomwhere youll always find the best stuff for kid your zanybrainycom kidsultants httpwwwzanybrainycom extraordinary toy for extraordinary kid,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<24893282.1075861663948.JavaMail.evans@thyme>,nat gas market analysis for 111901,attached please find the natural gas market analysis for today thanks bob mckinney nat gasdoc,"Company Business, Strategy, etc."
<19438088.1075852710609.JavaMail.evans@thyme>,re am i right,no eva pao on pm please respond to cc am i right wait of course i am i always am,Purely Personal
<17016767.1075857690662.JavaMail.evans@thyme>,re canada mgmt summ change,im not sure,"Company Business, Strategy, etc."
<32365038.1075842203734.JavaMail.evans@thyme>,employee referral program,enron recruitment technology is launching a new easy to use webbased employee referral program this new site will help you to help enron find the talent it need referral are one of the best source of talent for enron in term of quali ty and fit with enrons culture we have found that referral stay with the company longer and adapt faster than those hired through other source thi s site will help u run a worldclass employee referral program with le wor k and better result there are also incentive for you if you refer a candidate who is hired you could be eligible to receive a cash reward of up to so help someone accelerate their career make yourself some money and hel p u realize our mission of being the world no company check out the site httpenronreferralscompromoasp let u know wh at you think we want to hear from you this application should make referri ng easier for you so if you have suggestion that would enhance the program send u an email or contact the referral station at option david oxley,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<28256752.1075842110012.JavaMail.evans@thyme>,annex a mailout,jeff here is what we are doing today with respect to the revised form of annex a marie sent to bob bowen yesterday the new form of annex a for ena and ecc and it is my understanding that a of today these form will be used for all new omnibus counterparties last week mary provided u with a list of new omnibus counterparties for the month of march and with the exception of the canadian counterparties we are in the process of faxing the annex a letter which give them until the end of april to respond with respect to the canadian counterparties we are waiting to hear back from derek before we send them the letter we need to receive from mary a list of any additional new omnibus counterparties if any that have done trade with u since the date of the list that she gave u last week so that we can include them in the mailout it is my understanding that mary will leave marie heard a voice mail about this today so that we can make arrangement for the letter to be sent to those counterparties hopefully that group will be small the plan is to roll out the new annex a to everyone beginning on may i will update the special handling list to include those counterparties that have requested special exception that we are okay with i will be at the enron legal conference the rest of the week but will be checking voice mail carol,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<4718964.1075840510061.JavaMail.evans@thyme>,web site,httpshrglobalenroncomindexasp,"Company Business, Strategy, etc."
<5660223.1075860790852.JavaMail.evans@thyme>,re curve and correlation,casey ha a list of all the east power curve frank stop reinventing the wheel this stuff ha been done already,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<8991678.1075857461933.JavaMail.evans@thyme>,customer research,these are work in progress,"Company Business, Strategy, etc."
<24403877.1075857695862.JavaMail.evans@thyme>,re,ill work up some paper john,Document editing/checking(collaboration)
<15694890.1075842115637.JavaMail.evans@thyme>,weather trading,jeff no amendment are necessary for you to do weather trade carolea,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<30737562.1075857420103.JavaMail.evans@thyme>,good morning,i just wanted to say hi i really enjoyed talking to you last night and every other night i hope you have a great day more later errol mclaughlin,Purely Personal
<33445477.1075857748427.JavaMail.evans@thyme>,re frank vickers,dont you love the ok method of communicating,Purely Personal
<12914265.1075862850882.JavaMail.evans@thyme>,new kudlow commentary,a new kudlow commentary ha been published on kudlowcom a a subscriber you may click the hyperlink below login and view the latest commentary aol user please note you may need to copy and paste the hyperlink into your web browser thank you kudlow company llc httpwwwkudlowcommembersloginasptocontentcontentid,"Company Business, Strategy, etc."
<2159536.1075861674748.JavaMail.evans@thyme>,re thanks for taking the call this morning,sorry but dont know the name offhand havent seriously looked externally for year,Personal but in professional context
<24131626.1075857571115.JavaMail.evans@thyme>,big news,im not sure if you have heard our fun news yet but rob and i are moving to boston at the first of the year i will be working remotely for hbk while looking for something new up there rob is continuing his career with fidelity though in a much more convenient location the only downside is he will actually have to go into the office every day we would love to see everybody before we leave though it may not be possible with the holiday ill be back in dallas once a week in january and february so we could plan to get together during one of those trip but before that time rob and i will be with a group of friend from hbk at martini ranch on thursday december th right after work im sure well be there late given my love of martini so please stop by if you can regardless i really want to stay in touch with my texas friend so make sure and send me your updated contact information if anything ha changed in the last year please pas this on to people who i may have inadvertently missed or i did not have their current email address cheer heather robertson p by the way our house is on the market right now so if you know of anyone looking please tell them about it the address is vivian avenue dallas and can be seen on wwwebbycom,Purely Personal
<5350267.1075852703071.JavaMail.evans@thyme>,trv notification ng price pl 10232001,the report named ng price pl httptrvcorpenroncomlinkfromexcelaspreport_cdreport_namengpriceplcategory_cdcategory_namefinancialtoc_hidestvtvexpycurrent_efct_date published a of is now available for viewing on the website,"Payroll, finance, accounting etc."
<19793182.1075857591024.JavaMail.evans@thyme>,re vacation,must be nice to be a wall street executive frank f zerilli on pm cc vacation john i will be out of the office vacationing up in marthas vineyard with the family through labor day good luck with debbytalk to you in sep,Purely Personal
<20465297.1075845540352.JavaMail.evans@thyme>,a junior trader resume,i would be happy to do a phone interview with this guy but i wont pay for him to fly down,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<16079225.1075842206835.JavaMail.evans@thyme>,re forward contract definition,chris thanks im checking with vicki sharp to see if we want to do anything where can locate the latest version of the bill that would have the proposed change to the forward contract definition carol st clair eb phone fax chris pm carol st cc forward contract definition carol while it never too late to suggest a change given the political situation i would be hesitant to offer anything more than a clarification while i would not spend a huge amount of time on it i suggest you examine if there are any change depending on what happens in the senate now that it is in democratic hand the process can be reopened and we could have an opportunity to offer suggested change or it kill the bill all together carol st pm cc vicki jeffrey t elizabeth forward contract definition chris would it be too late to suggest change to the definition of forward contract in the bankruptcy code in order to improve our position with respect to the physical supply contract that ee enters into i am not sure what chnages we would want but wa wondering if there wa any opportunity to suggest a change let me know what you think thanks carol st clair eb phone fax,"Company Business, Strategy, etc."
<20990234.1075852700424.JavaMail.evans@thyme>,natural gas market analysis for 101901,attached please find the natural gas market analysis for today thanks mark nat gasdoc,"Company Business, Strategy, etc."
<10055438.1075857573460.JavaMail.evans@thyme>,re look at what i found,think youre pretty clever dont you jennifer white on pm cc look at what i found httpwwwfortunecomfortunefasteststoriescshtml ___________________________________________________________________ to get your own free zdnet onebox free voicemail email and fax all in one place sign up today at httpwwwzdnetoneboxcom,Purely Personal
<1152014.1075852719254.JavaMail.evans@thyme>,re aga,hard to say odds on a revision dont think aga would make a revision but an individual stg field could another option is that a stg field that realizes they fucked up just fade the number over the next several week such that each number going forward is bigger than expected,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<30203533.1075860787986.JavaMail.evans@thyme>,commercial estate,attached is the th floor excel file to be able to assign seat for the estate churn the churn date will be thursday jan fallons team ha asked that the desk be assigned in sequential order can you guy divide the list and get a churn in by noon tomorrow for the guy i sent you earlier please they should only be churning phone turret dont leave the floor cpu box palm etc key board and mouse should remain here if there are any additional name that should be added please let me know and add them to the churn please let me know asap if there are any problem a these churn affect the churn were trying to roll behind thanks tammy,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<668309.1075857591220.JavaMail.evans@thyme>,re trading the dot time again,doe the arnold worldwide notoriety surprise you john buckner thomas pm john cc matthew trading the dot time again season started saturday end in may im pretty open bring it arsenal v liverpool tonite me and hugh grant are neighbor notting hill and he been asking about the arnold or something john arnold john buckner cc trading the dot time again when are we invited john buckner thomas am john cc trading the dot time again when are you and your brother coming over to watch some premier league,Purely Personal
<15943297.1075857601538.JavaMail.evans@thyme>,re,vlady can i add more portfolio july chicago basis july panhandle basis june henry hub cash june henry hub cash july future thanks john john cc john do you assume atthemoney straddle if not please give u delta and gamma see you at tomorrow vlady john arnold am vladimir cc vlady in preparation for our discussion tomorrow can you run var number for some miniportfolios portfolio november nymex december nymex july nymex straddle july nymex july nymex august nymex july socal basis july chicago basis july michcon basis july henry hub index july chicago basis again these are separate portfolio im trying to check that the var number make logical sense thanks john,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<29865092.1075852717095.JavaMail.evans@thyme>,re aga below 70,if the number last week wa right then that look possible however week ago the came out higher than everybody thought so all the model were jacked up aga is certainly much better than the api but still cant put too much into one number,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<20191768.1075845599740.JavaMail.evans@thyme>,option to purchase real estate re titanfehrdoc,this make me crazy i ask her to send me a document and she copy two partner on the transmittal plus fred and rusty,Document editing/checking(collaboration)
<6068674.1075857598874.JavaMail.evans@thyme>,re job opportunity from idrc,take me off your mail list on pm cc job opportunity from idrc idrc job opportunity posting date received september position property director company regus business centre corp location northeast usa for complete detail go to httpsiteconwaycomjoboppsjobdetailcfmid to see all job posting go to httpsiteconwaycomjoboppsjobresultcfm,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<6196856.1075861705460.JavaMail.evans@thyme>,curve validation,last week i spoke with sally and asked her to kick off curve validation respective to all desk i emphasized that curve accuracy is particularly important although probability exist that dynegy will mark book down i think it would be wise that this process not be a deal buster do you want me to communicate this to desk head frank,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<28466621.1075845529625.JavaMail.evans@thyme>,westlb transaction,john the attached is a summary by greg of the financining for the turbine purchased from new brunswick power in summary ecc pay the bank west lb directly in three installment under an offbalance sheet lease financing arrangement the first installment of u mm wa made dec the next installment is due feb of u mm and the third installment is due roughly march of u mm the drag on the financing is that west lb through whom ena structure it offbalance sheet turbine financing is not a canadian resident for tax purpose and therefore is not tax efficient to ecc in that there is a withholding tax payment on the interest not principal component of each leasefinancing payment an offbalance sheet financing with a canadian resident financial institution would eliminate this tax inefficiency and this is what i wa referring to when i indicated some work may still be required to restructure the turbine financing the withholding tax if we keep this structure will total roughly c over all of the leasefinancing payment chris calger ha the exact figure any decision to change the structure should have regard to these cost and the transaction cost and fee associated with finding a new canadian resident offbalance sheet lender in addition if we decide to keep the turbine or sell or transfer the turbine to ena or a third party depending on commercially what it is we decide to do with them additional work may be required to take title to the turbine or to assignrestructure the west lb financing and the new brunswick power purchase agreement i am confident that the bulk of commercial legal work for any of these transaction can be handled internally but that the tax legal work may require the input of outside counsel we are also obligated to pay gst but this is ultimately reimbursed through the lease financing althoguh there is a time value of money component that is not recovered from the time gst is paid and when the gst rebate is made,"Payroll, finance, accounting etc."
<4103464.1075857675642.JavaMail.evans@thyme>,re,john camargo correa is a construction company in brazil who recently received an allocation of energy from a plant a a bonus for early completion of the hydro facility the plant is located in the south but the company thought that they could deliver energy in the southeast due to a regulatory exception last week we offered them a rmwhr floor in exchange for of the spot price upside above the floor month out of feb or a fixed price of rmwhr for approximately average mws this wa the best offer they received but have since come back stating that they can only deliver in the south we revised our offer for the south to r and r for the floor and fixed price respectively we are seeing some politics creep into the deal and i think the probability is decreasing brett john j on am cdt brett r cc brett have you heard of a deal called camargo correa it listed a a high probability deal for q with million of origination,"Company Business, Strategy, etc."
<3695045.1075842101965.JavaMail.evans@thyme>,re pjm power demand,claudio leslie hansen in the power group is going to help me on this she is not available to meet until next wednesday so i have asked my secretary to set up a meeting for then carol st clair eb phone fax claudio pm carol st cc pjm power demand carol i am helping the weather desk to develop a new product pjm power demand it will initially be traded only internally i send you a presentation of the product and it description for eol i think that we should schedule a time so that we can discus the product thanks claudio,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<22728004.1075857635296.JavaMail.evans@thyme>,re moving on,congrats thought you were headed to aig how long til you get to short natty again on pm cc moving on i ve resigned from global today it is a difficult decision from the stand point that i have been very happy in the short time ive been here i wil still be in the energy business doing very much the same a i am doing now i felt that the oportunity which came up wa the best thing for my career and family in the long term i look forward to speaking to all of you in the future and ill contact you a soon a i get set up in the next couple of week home phone home email regardssteve,Purely Personal
<27571063.1075845554300.JavaMail.evans@thyme>,associateanalyst fall recruiting,put all these date on my calander,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<26707751.1075852731270.JavaMail.evans@thyme>,check on payroll rcs,check with palu on morris and tys payroll rc assigned to cnjeff arnoldougcooenron updated by cnjeff arnoldougcooenron,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<8007477.1075852324173.JavaMail.evans@thyme>,schedule to bridgeline contribution agreement,gerald i am researching several outstanding receivables from bridgeline i am looking for the schedule to contribution agreement which is item in the index of document do you know where i might obtain a copy also is there any type of brief available on these contract i have seen one for ec so i wa hoping that one might be available for bridgeline thanks for your help karen,Document editing/checking(collaboration)
